"Year","Area","Street","Street 2","Strange HTML"
2011,"Coventry","Bramblestcoventry","Bramblestcoventry",NA
2011,"Coventry","Braodparkroadcoventry","Braodparkroadcoventry",NA
2011,"Coventry","Bredonavecoventry","Bredonavecoventry",NA
2011,"Coventry","Broadgate","Broadgate",NA
2011,"Coventry","Bullyard","Bullyard",NA
2011,"Coventry","Bushberryave.","Bushberryave.",NA
2011,"Coventry","Buttsroadcoventry","Buttsroadcoventry",NA
2011,"Coventry","Cashslane","Cashslane",NA
2011,"Coventry","Cauldonroad","Cauldonroad",NA
2011,"Coventry","Charterave","Charterave",NA
2011,"Coventry","Charteravecoventry","Charteravecoventry",NA
2011,"Coventry","Chesterstr.","Chesterstr.",NA
2011,"Coventry","Chestertonroad","Chestertonroad",NA
2011,"Coventry","Cheveralavecoventry","Cheveralavecoventry",NA
2011,"Coventry","Cliffbridgeroad","Cliffbridgeroad",NA
2011,"Coventry","Cliftonstcoventry","Cliftonstcoventry",NA
2011,"Coventry","Cocstr.","Cocstr.",NA
2011,"Coventry","Communallandingatgeorgepoolehousecoventry","Communallandingatgeorgepoolehousecoventry",NA
2011,"Coventry","Comptonroad","Comptonroad",NA
2011,"Coventry","Concoursenearmortimers","Concoursenearmortimers",NA
2011,"Coventry","Cookst","Cookst",NA
2011,"Coventry","Corporationst","Corporationst",NA
2011,"Coventry","Corporationstcoventry","Corporationstcoventry",NA
2011,"Coventry","Corporationstr.","Corporationstr.",NA
2011,"Coventry","Coundonroad","Coundonroad",NA
2011,"Coventry","Coventry","Coventry",NA
2011,"Coventry","Coventrycentralcells","Coventrycentralcells",NA
2011,"Coventry","Coventrycentralfrontoffice","Coventrycentralfrontoffice",NA
2011,"Coventry","Coventrycentralpolstn","Coventrycentralpolstn",NA
2011,"Coventry","Coventrycentralpolicestation","Coventrycentralpolicestation",NA
2011,"Coventry","Coventrycentralpolicestation","Coventrycentralpolicestation",NA
2011,"Coventry","Coventrycentralps","Coventrycentralps",NA
2011,"Coventry","Coventrycentralps","Coventrycentralps",NA
2011,"Coventry","Coventryrailwatstation","Coventryrailwatstation",NA
2011,"Coventry","Coventryrailwaystation","Coventryrailwaystation",NA
2011,"Coventry","Coventrytrainstation","Coventrytrainstation",NA
2011,"Coventry","Coxstr.","Coxstr.",NA
2011,"Coventry","Crossroad","Crossroad",NA
2011,"Coventry","Devonshirearms","Devonshirearms",NA
2011,"Coventry","Duckhamcourt","Duckhamcourt",NA
2011,"Coventry","Earlsdonhighstr.","Earlsdonhighstr.",NA
2011,"Coventry","Elmspubbirminghamroad","Elmspubbirminghamroad",NA
2011,"Coventry","Fairfaxstr.","Fairfaxstr.",NA
2011,"Coventry","Fargosfordstr.","Fargosfordstr.",NA
2011,"Coventry","Fargosfordstr.","Fargosfordstr.",NA
2011,"Coventry","Farndaleave","Farndaleave",NA
2011,"Coventry","Farndaleave","Farndaleave",NA
2011,"Coventry","Foleshillrd","Foleshillrd",NA
2011,"Coventry","Foleshillroad","Foleshillroad",NA
2011,"Coventry","Foleshillroad","Foleshillroad",NA
2011,"Coventry","Foleshillroad","Foleshillroad",NA
2011,"Coventry","Foleshillroadcoventry","Foleshillroadcoventry",NA
2011,"Coventry","Fourpoundsavecoventry","Fourpoundsavecoventry",NA
2011,"Coventry","Friarsroad","Friarsroad",NA
2011,"Coventry","Frontofcoventrycentralpolicestation","Frontofcoventrycentralpolicestation",NA
2011,"Coventry","Frontoffice","Frontoffice",NA
2011,"Coventry","Frontoffice","Frontoffice",NA
2011,"Coventry","Galabingopoolmeadow","Galabingopoolmeadow",NA
2011,"Coventry","Gosfordstr.","Gosfordstr.",NA
2011,"Coventry","Gosfordstr.","Gosfordstr.",NA
2011,"Coventry","Gosfordstr.","Gosfordstr.",NA
2011,"Coventry","Greyfriarsstcoventry","Greyfriarsstcoventry",NA
2011,"Coventry","Gulsonroadcoventry","Gulsonroadcoventry",NA
2011,"Coventry","Gulsonroadcoventry","Gulsonroadcoventry",NA
2011,"Coventry","Halest","Halest",NA
2011,"Coventry","Halesstr.coventry","Halesstr.coventry",NA
2011,"Coventry","Hartfrodstr.","Hartfrodstr.",NA
2011,"Coventry","Haylestr.","Haylestr.",NA
2011,"Coventry","Haylesstr.","Haylesstr.",NA
2011,"Coventry","Hedgefieldway","Hedgefieldway",NA
2011,"Coventry","Heraldwaycoventry","Heraldwaycoventry",NA
2011,"Coventry","Highstcoventry","Highstcoventry",NA
2011,"Coventry","Highstr.","Highstr.",NA
2011,"Coventry","Highstr.","Highstr.",NA
2011,"Coventry","Hillstr.","Hillstr.",NA
2011,"Coventry","Hipswellhighway","Hipswellhighway",NA
2011,"Coventry","Holmesdaleroad","Holmesdaleroad",NA
2011,"Coventry","Hurstroad","Hurstroad",NA
2011,"Coventry","Ibishotel","Ibishotel",NA
2011,"Coventry","Ikeacarpark","Ikeacarpark",NA
2011,"Coventry","Ikeaplaza","Ikeaplaza",NA
2011,"Coventry","Ironmongerrow","Ironmongerrow",NA
2011,"Coventry","Jardinecrescent","Jardinecrescent",NA
2011,"Coventry","Jardinecrescent","Jardinecrescent",NA
2011,"Coventry","Jasrdinecrescent","Jasrdinecrescent",NA
2011,"Coventry","Jdwetherspoonearlsdon","Jdwetherspoonearlsdon",NA
2011,"Coventry","Jordanwell","Jordanwell",NA
2011,"Coventry","Jordanwellcoventry","Jordanwellcoventry",NA
2011,"Coventry","Jubileecresent","Jubileecresent",NA
2011,"Coventry","Kirbyroad","Kirbyroad",NA
2011,"Coventry","Ladylane","Ladylane",NA
2011,"Coventry","Lambethclose","Lambethclose",NA
2011,"Coventry","Leaderclose","Leaderclose",NA
2011,"Coventry","Lidiceplace","Lidiceplace",NA
2011,"Coventry","Lincolnstr.coventry","Lincolnstr.coventry",NA
2011,"Coventry","Littlparkstr.","Littlparkstr.",NA
2011,"Coventry","Littleparkstcoventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstcoventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstcoventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.","Littleparkstr.",NA
2011,"Coventry","Londonroad","Londonroad",NA
2011,"Coventry","Londonroad","Londonroad",NA
2011,"Coventry","Longfordroad","Longfordroad",NA
2011,"Coventry","Lowerfordst","Lowerfordst",NA
2011,"Coventry","Lowerfordstr.","Lowerfordstr.",NA
2011,"Coventry","Lowerholyheaddjtnwithsponst","Lowerholyheaddjtnwithsponst",NA
2011,"Coventry","Lowerholyheadrdcoventry","Lowerholyheadrdcoventry",NA
2011,"Coventry","Lowerholyheadroadcoventry","Lowerholyheadroadcoventry",NA
2011,"Coventry","Lowerprecinctcoventry","Lowerprecinctcoventry",NA
2011,"Coventry","Mafo","Mafo",NA
2011,"Coventry","Manorhousedrive","Manorhousedrive",NA
2011,"Coventry","Marketway","Marketway",NA
2011,"Coventry","Maryslessorst","Maryslessorst",NA
2011,"Coventry","Masserroad","Masserroad",NA
2011,"Coventry","Mcdonaldsrestauranta45coventry","Mcdonaldsrestauranta45coventry",NA
2011,"Coventry","Memorialparkcoventry","Memorialparkcoventry",NA
2011,"Coventry","Middleride","Middleride",NA
2011,"Coventry","Milelane","Milelane",NA
2011,"Coventry","Milelane","Milelane",NA
2011,"Coventry","Milleniumplace","Milleniumplace",NA
2011,"Coventry","Milleniumplace","Milleniumplace",NA
2011,"Coventry","Mintcasinokingwilliamstr.","Mintcasinokingwilliamstr.",NA
2011,"Coventry","Mirandaclose","Mirandaclose",NA
2011,"Coventry","Morrisroad","Morrisroad",NA
2011,"Coventry","Motormuseum","Motormuseum",NA
2011,"Coventry","Newunionst","Newunionst",NA
2011,"Coventry","Normanplaceroad","Normanplaceroad",NA
2011,"Coventry","Northyroad","Northyroad",NA
2011,"Coventry","Osccfo","Osccfo",NA
2011,"Coventry","Oscoventrycentralpolicestation","Oscoventrycentralpolicestation",NA
2011,"Coventry","Osgosfordarms","Osgosfordarms",NA
2011,"Coventry","Oakgosfordstr.","Oakgosfordstr.",NA
2011,"Coventry","Outsidecoventrycentralps","Outsidecoventrycentralps",NA
2011,"Coventry","Outsidefoleshillps","Outsidefoleshillps",NA
2011,"Coventry","Outsidefrontofcoventrycentralpolicestation","Outsidefrontofcoventrycentralpolicestation",NA
2011,"Coventry","Outsideheatbar","Outsideheatbar",NA
2011,"Coventry","Outsidekasbars","Outsidekasbars",NA
2011,"Coventry","Outsideofthejewsonstandrichoarenacoventry","Outsideofthejewsonstandrichoarenacoventry",NA
2011,"Coventry","Owenfordroad","Owenfordroad",NA
2011,"Coventry","Palmtreeavewoodend","Palmtreeavewoodend",NA
2011,"Coventry","Palmerlanecoventry","Palmerlanecoventry",NA
2011,"Coventry","Palmerlanecoventry","Palmerlanecoventry",NA
2011,"Coventry","Palmerlanecoventry","Palmerlanecoventry",NA
2011,"Coventry","Penruddickdrivecoventry","Penruddickdrivecoventry",NA
2011,"Coventry","Plymouthclose","Plymouthclose",NA
2011,"Coventry","Poolmeadow","Poolmeadow",NA
2011,"Coventry","Poolmeadowbusstation","Poolmeadowbusstation",NA
2011,"Coventry","Poolmeadowbusstn","Poolmeadowbusstn",NA
2011,"Coventry","Poolmeadow","Poolmeadow",NA
2011,"Coventry","Poolmeadowbusstation","Poolmeadowbusstation",NA
2011,"Coventry","Poolmeadowbusstation","Poolmeadowbusstation",NA
2011,"Coventry","Poppycourtremembranceroadwillenhallcoventry","Poppycourtremembranceroadwillenhallcoventry",NA
2011,"Coventry","Primrosehillst","Primrosehillst",NA
2011,"Coventry","Primrosehillstr.","Primrosehillstr.",NA
2011,"Coventry","Primrosehillstr.","Primrosehillstr.",NA
2011,"Coventry","Primrosehillstr.coventry","Primrosehillstr.coventry",NA
2011,"Coventry","Princethorpeway","Princethorpeway",NA
2011,"Coventry","Prioryfieldscoventry","Prioryfieldscoventry",NA
2011,"Coventry","Priorygardens","Priorygardens",NA
2011,"Coventry","Priorystr.","Priorystr.",NA
2011,"Coventry","Pumaway","Pumaway",NA
2011,"Coventry","Queenmarysroadfoleshillcoventry","Queenmarysroadfoleshillcoventry",NA
2011,"Coventry","Queenmarysroadcoventry","Queenmarysroadcoventry",NA
2011,"Coventry","Queenvictoriaroad","Queenvictoriaroad",NA
2011,"Coventry","Radfordroad","Radfordroad",NA
2011,"Coventry","Radfordroad","Radfordroad",NA
2011,"Coventry","Raglanstr.","Raglanstr.",NA
2011,"Coventry","Redlane","Redlane",NA
2011,"Coventry","Remembranceroad","Remembranceroad",NA
2011,"Coventry","Richoareana","Richoareana",NA
2011,"Coventry","Richoareana","Richoareana",NA
2011,"Coventry","Richoarenacoventry","Richoarenacoventry",NA
2011,"Coventry","Ricoharena","Ricoharena",NA
2011,"Coventry","Ricoharena","Ricoharena",NA
2011,"Coventry","Ricoharena","Ricoharena",NA
2011,"Coventry","Ridgethorpewillenhallcoventry","Ridgethorpewillenhallcoventry",NA
2011,"Coventry","Rileyssquarebellgreen","Rileyssquarebellgreen",NA
2011,"Coventry","Ringrd","Ringrd",NA
2011,"Coventry","Riverwalkwalkwoodend","Riverwalkwalkwoodend",NA
2011,"Coventry","Rolandave.holbrookscoventry","Rolandave.holbrookscoventry",NA
2011,"Coventry","Rotherhanmroad","Rotherhanmroad",NA
2011,"Coventry","Sainsburystrinitystcoventry","Sainsburystrinitystcoventry",NA
2011,"Coventry","Scotslane","Scotslane",NA
2011,"Coventry","Sewallhighway","Sewallhighway",NA
2011,"Coventry","Sewallhighway","Sewallhighway",NA
2011,"Coventry","Sewallhighwaycoventry","Sewallhighwaycoventry",NA
2011,"Coventry","Silverstr.coventry","Silverstr.coventry",NA
2011,"Coventry","Skyblueway","Skyblueway",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcoursecovenmtry","Skydomeconcoursecovenmtry",NA
2011,"Coventry","Skydomeconcoursecoventry","Skydomeconcoursecoventry",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventrycitycentre","Skydomecoventrycitycentre",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Skydomecarpark","Skydomecarpark",NA
2011,"Coventry","Skydomecarpark","Skydomecarpark",NA
2011,"Coventry","Skydomecomplex","Skydomecomplex",NA
2011,"Coventry","Skydomecomplex","Skydomecomplex",NA
2011,"Coventry","Skydomecomplex","Skydomecomplex",NA
2011,"Coventry","Skydomecomplexcoventry","Skydomecomplexcoventry",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcoursecoventry","Skydomeconcoursecoventry",NA
2011,"Coventry","Skydomeconcourse","Skydomeconcourse",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventrycitycentre","Skydomecoventrycitycentre",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventry","Skydomecoventry",NA
2011,"Coventry","Sorellclose","Sorellclose",NA
2011,"Coventry","Southbankroadcoventry","Southbankroadcoventry",NA
2011,"Coventry","Spomstcoventry","Spomstcoventry",NA
2011,"Coventry","Sponend","Sponend",NA
2011,"Coventry","Sponendcoventry","Sponendcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry","Sponstcoventry",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Sponstr.","Sponstr.",NA
2011,"Coventry","Stgeorgesroad","Stgeorgesroad",NA
2011,"Coventry","Stgeorgesroadstoke","Stgeorgesroadstoke",NA
2011,"Coventry","Stlukesroadcoventry","Stlukesroadcoventry",NA
2011,"Coventry","Stonetstantonroadpolicestation","Stonetstantonroadpolicestation",NA
2011,"Coventry","Stoneystantonroadpolicestationcoventry","Stoneystantonroadpolicestationcoventry",NA
2011,"Coventry","Swanswellpark","Swanswellpark",NA
2011,"Coventry","Tachbrookclose","Tachbrookclose",NA
2011,"Coventry","Tarquinclosecoventry","Tarquinclosecoventry",NA
2011,"Coventry","Terryroad","Terryroad",NA
2011,"Coventry","Terryroadcoventry","Terryroadcoventry",NA
2011,"Coventry","Thebullyardcitycentre","Thebullyardcitycentre",NA
2011,"Coventry","Thebullyard","Thebullyard",NA
2011,"Coventry","Theburges","Theburges",NA
2011,"Coventry","Theburgess","Theburgess",NA
2011,"Coventry","Theburgess","Theburgess",NA
2011,"Coventry","Theburgess","Theburgess",NA
2011,"Coventry","Thebuttscoventry","Thebuttscoventry",NA
2011,"Coventry","Thebuttsretreatph","Thebuttsretreatph",NA
2011,"Coventry","Thecroftlongford","Thecroftlongford",NA
2011,"Coventry","Theforummedicalcentrecoventry","Theforummedicalcentrecoventry",NA
2011,"Coventry","Thimblerroad","Thimblerroad",NA
2011,"Coventry","Tilehilllanecoventry","Tilehilllanecoventry",NA
2011,"Coventry","Torringtonave.","Torringtonave.",NA
2011,"Coventry","Trinitypointlink","Trinitypointlink",NA
2011,"Coventry","Trinitystr.","Trinitystr.",NA
2011,"Coventry","Trinitystr.","Trinitystr.",NA
2011,"Coventry","Trinitystr.","Trinitystr.",NA
2011,"Coventry","Trinitystr.citycentrecoventry","Trinitystr.citycentrecoventry",NA
2011,"Coventry","Universityhospital","Universityhospital",NA
2011,"Coventry","Universityhospital","Universityhospital",NA
2011,"Coventry","Universityhospitalcoventry","Universityhospitalcoventry",NA
2011,"Coventry","Unniversityofwarwickcoventry","Unniversityofwarwickcoventry",NA
2011,"Coventry","Uppersponst","Uppersponst",NA
2011,"Coventry","Vinestr.","Vinestr.",NA
2011,"Coventry","Vinestr.","Vinestr.",NA
2011,"Coventry","Vinecoteroad","Vinecoteroad",NA
2011,"Coventry","Wallacerd","Wallacerd",NA
2011,"Coventry","Walsgravehospital","Walsgravehospital",NA
2011,"Coventry","Warwickrow","Warwickrow",NA
2011,"Coventry","Warwickuniversity","Warwickuniversity",NA
2011,"Coventry","Westorchard","Westorchard",NA
2011,"Coventry","Westorchardscirculatoryroad","Westorchardscirculatoryroad",NA
2011,"Coventry","Whitestr.","Whitestr.",NA
2011,"Coventry","Willenhalllanecoventry","Willenhalllanecoventry",NA
2011,"Coventry","Willenhallpolicestationfrontoffice","Willenhallpolicestationfrontoffice",NA
2011,"Coventry","Willenhallps","Willenhallps",NA
2011,"Coventry","Winnalthorpe","Winnalthorpe",NA
2011,"Coventry","Woodwaylanecoventry","Woodwaylanecoventry",NA
2011,"Coventry","Wroxalldrive","Wroxalldrive",NA
2011,"Coventry","Wroxhalldrive","Wroxhalldrive",NA
2011,"Dudley","Albionstr.brierleyhill","Albionstr.brierleyhill",NA
2011,"Dudley","Amblecotehighstr.stourbridge","Amblecotehighstr.stourbridge",NA
2011,"Dudley","Arleycourt","Arleycourt",NA
2011,"Dudley","Baptistendroadnetherton","Baptistendroadnetherton",NA
2011,"Dudley","Bellststourbridge","Bellststourbridge",NA
2011,"Dudley","Bellstr.","Bellstr.",NA
2011,"Dudley","Bellstr.stourbridge","Bellstr.stourbridge",NA
2011,"Dudley","Bhps","Bhps",NA
2011,"Dudley","Birminghamstr.stourbridge","Birminghamstr.stourbridge",NA
2011,"Dudley","Bramfordarms","Bramfordarms",NA
2011,"Dudley","Brettlelane","Brettlelane",NA
2011,"Dudley","Brickhouseroad","Brickhouseroad",NA
2011,"Dudley","Brisbaneroadsmethwick","Brisbaneroadsmethwick",NA
2011,"Dudley","Broadwaystourbridge","Broadwaystourbridge",NA
2011,"Dudley","Broadwaystourbridge","Broadwaystourbridge",NA
2011,"Dudley","Broadwaystourbridge","Broadwaystourbridge",NA
2011,"Dudley","Burmesewayrowleyregis","Burmesewayrowleyregis",NA
2011,"Dudley","Busstationdudley","Busstationdudley",NA
2011,"Dudley","Carparkofmaybrookhosueinhalesowen","Carparkofmaybrookhosueinhalesowen",NA
2011,"Dudley","Carparkofthebarleymowhighstr.wollaston","Carparkofthebarleymowhighstr.wollaston",NA
2011,"Dudley","Castlegatedudley","Castlegatedudley",NA
2011,"Dudley","Cinderbankislandnetherton","Cinderbankislandnetherton",NA
2011,"Dudley","Courtst","Courtst",NA
2011,"Dudley","Courthousephsedgeley","Courthousephsedgeley",NA
2011,"Dudley","Crabmillcarparkoldswinford","Crabmillcarparkoldswinford",NA
2011,"Dudley","Cromptonroad","Cromptonroad",NA
2011,"Dudley","Crowncentrestourbridge","Crowncentrestourbridge",NA
2011,"Dudley","Dudleybusstation","Dudleybusstation",NA
2011,"Dudley","Dudleypolicestation","Dudleypolicestation",NA
2011,"Dudley","Dudleyroad","Dudleyroad",NA
2011,"Dudley","Dudleyroadbrierleyhill","Dudleyroadbrierleyhill",NA
2011,"Dudley","Edwardrutlandphhighstr.stourbridge","Edwardrutlandphhighstr.stourbridge",NA
2011,"Dudley","Envilleroad","Envilleroad",NA
2011,"Dudley","Fernrd","Fernrd",NA
2011,"Dudley","Fosterstr.stourbridge","Fosterstr.stourbridge",NA
2011,"Dudley","Frontofficebhps","Frontofficebhps",NA
2011,"Dudley","Frontofficestourbridge","Frontofficestourbridge",NA
2011,"Dudley","Frontofficestourbridgepolicestation","Frontofficestourbridgepolicestation",NA
2011,"Dudley","Hagleyroad","Hagleyroad",NA
2011,"Dudley","Halesowenrdnetherton","Halesowenrdnetherton",NA
2011,"Dudley","Halesowentowncentre","Halesowentowncentre",NA
2011,"Dudley","Hampdenclosequarrybank","Hampdenclosequarrybank",NA
2011,"Dudley","Herefordroadnetherton","Herefordroadnetherton",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highstdudley","Highstdudley",NA
2011,"Dudley","Highstsedgely","Highstsedgely",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highststourbridge","Highststourbridge",NA
2011,"Dudley","Highstr.","Highstr.",NA
2011,"Dudley","Highstr.","Highstr.",NA
2011,"Dudley","Highstr.","Highstr.",NA
2011,"Dudley","Highstr.brierleyhill","Highstr.brierleyhill",NA
2011,"Dudley","Highstr.blackheath","Highstr.blackheath",NA
2011,"Dudley","Highstr.quarrybank","Highstr.quarrybank",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.westbromwich","Highstr.westbromwich",NA
2011,"Dudley","Highstr.amblecote","Highstr.amblecote",NA
2011,"Dudley","Highstr.smethwick","Highstr.smethwick",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge","Highstr.stourbridge",NA
2011,"Dudley","Highstr.halesowen","Highstr.halesowen",NA
2011,"Dudley","Highviewstdudley","Highviewstdudley",NA
2011,"Dudley","Hillylanehalesowen","Hillylanehalesowen",NA
2011,"Dudley","Himleyroadgornal","Himleyroadgornal",NA
2011,"Dudley","Homeaddress","Homeaddress",NA
2011,"Dudley","Hopetavernnetherton","Hopetavernnetherton",NA
2011,"Dudley","Hurstrdoldbury","Hurstrdoldbury",NA
2011,"Dudley","Jacksonstr.lye","Jacksonstr.lye",NA
2011,"Dudley","Kfcmerryhillcentredudley","Kfcmerryhillcentredudley",NA
2011,"Dudley","Kingstdudley","Kingstdudley",NA
2011,"Dudley","Kingsleyroadnetherton","Kingsleyroadnetherton",NA
2011,"Dudley","Larellanehalesowen","Larellanehalesowen",NA
2011,"Dudley","Littlebarrelphdudley","Littlebarrelphdudley",NA
2011,"Dudley","Lloydsbarstourbridge","Lloydsbarstourbridge",NA
2011,"Dudley","Longlanehalesowen","Longlanehalesowen",NA
2011,"Dudley","Lowerderrystr.brierleyhill","Lowerderrystr.brierleyhill",NA
2011,"Dudley","Lowerhighstr.stourbridge","Lowerhighstr.stourbridge",NA
2011,"Dudley","Lupinroad","Lupinroad",NA
2011,"Dudley","Lyehighst","Lyehighst",NA
2011,"Dudley","Marketstr.kingswinford","Marketstr.kingswinford",NA
2011,"Dudley","Marketstr.knigswinford","Marketstr.knigswinford",NA
2011,"Dudley","Marketstr.stourbridge","Marketstr.stourbridge",NA
2011,"Dudley","Marketstr.stourbridge","Marketstr.stourbridge",NA
2011,"Dudley","Marketstr.kingswinford","Marketstr.kingswinford",NA
2011,"Dudley","Marriotroad","Marriotroad",NA
2011,"Dudley","Marriotroad","Marriotroad",NA
2011,"Dudley","Marystevenspark","Marystevenspark",NA
2011,"Dudley","Maybrookhousecarparkhalesowen","Maybrookhousecarparkhalesowen",NA
2011,"Dudley","Meadowfieldsclosewordsley","Meadowfieldsclosewordsley",NA
2011,"Dudley","Merryhillcentrebrierleyhill","Merryhillcentrebrierleyhill",NA
2011,"Dudley","Millstr.sedgley","Millstr.sedgley",NA
2011,"Dudley","Millstr.sedgley","Millstr.sedgley",NA
2011,"Dudley","Moorestr.","Moorestr.",NA
2011,"Dudley","Newrddudley","Newrddudley",NA
2011,"Dudley","Newroadstourbridge","Newroadstourbridge",NA
2011,"Dudley","Newstr.dudley","Newstr.dudley",NA
2011,"Dudley","Odeoncinemamerryhill","Odeoncinemamerryhill",NA
2011,"Dudley","Odeoncinemamerryhill","Odeoncinemamerryhill",NA
2011,"Dudley","Outsidesantanderhighstr.stourbridge","Outsidesantanderhighstr.stourbridge",NA
2011,"Dudley","Parkroadwrensnest","Parkroadwrensnest",NA
2011,"Dudley","Playgroundatprioryprimaryschool","Playgroundatprioryprimaryschool",NA
2011,"Dudley","Princessroadoldhill","Princessroadoldhill",NA
2011,"Dudley","Priorystr.dudley","Priorystr.dudley",NA
2011,"Dudley","Rhh","Rhh",NA
2011,"Dudley","Ringroadstourbridge","Ringroadstourbridge",NA
2011,"Dudley","Ringroadstourbridge","Ringroadstourbridge",NA
2011,"Dudley","Rookeryparkpensnett","Rookeryparkpensnett",NA
2011,"Dudley","Salopstr.","Salopstr.",NA
